LocationID,Long,Lat
465,4.726625,50.882705
466,4.712017,50.86063
467,5.174999,50.903084
468,4.724053,50.954326
469,5.064978,50.986348
470,5.123848,50.841826
471,4.710855,50.865126
472,4.704422,50.86643
473,4.634015,50.786715
474,4.685723,50.881274
475,4.512679,50.824329
476,4.785115,50.989017
477,4.725883,50.886003
478,4.700173,50.875903
479,4.701875,50.87984
480,4.707622,50.880699
481,4.711878,50.861576
482,4.703032,50.878953
483,4.571276,50.878322
484,4.624477,50.935061
485,4.696928,50.872192
486,4.841719,50.844779
487,4.641166,50.960956
488,4.726002,50.851726
489,4.70735,50.865835
490,4.700228,50.879462
491,4.810879,50.978837
492,4.704429,50.859035
493,4.719574,50.88841
494,5.080983,51.004642
495,4.711313,50.860572
496,4.720957,50.890291
497,5.050204,50.984952
498,5.085248,50.844445
499,4.684854,50.858689
500,4.744255,50.883808
501,4.691478,50.869234
502,4.662483,50.837612
503,4.505962,50.814406
504,4.871742,50.906364
505,4.836026,50.899522
506,4.732374,50.847852
507,4.975637,50.985617
508,4.704065,50.861298
509,4.937971,50.806281
510,4.751903,50.871481
511,4.697989,50.882076
512,4.712164,50.865384
513,4.695296,50.872102
514,4.806388,50.949265
515,4.81357,50.983801
516,4.584633,50.896653
517,4.840391,50.991126
518,4.551944,50.814221
519,5.053319,50.8433
520,4.725629,51.012143
521,5.060158,50.753244
522,5.053252,50.990316
523,4.713757,50.877556
524,4.704024,50.857834
525,4.878422,50.788509
526,4.704453,50.857406
527,4.714039,50.880454
528,4.709986,50.865241
529,4.834756,50.983688
530,4.860773,50.832442
531,4.70492,50.856631
532,4.732665,50.885078
533,4.710092,50.865762
534,4.896797,50.801698
535,4.6921,50.886663
536,4.71108,50.873384
537,4.694109,50.861575
538,4.747249,50.865423
539,4.774757,50.986768
540,4.936782,50.806875
541,4.709328,50.880114
542,4.694882,50.860947
543,4.703249,50.863548
544,4.70456,50.879254
545,4.576749,50.966618
546,4.698735,50.878143
547,4.721039,50.83227
548,4.819197,50.844479
549,4.704707,50.877963
550,4.513138,50.822879
551,4.686079,50.881166
552,4.696362,50.86161
553,5.085746,50.806904
554,4.909965,50.980786
555,4.703812,50.877925
556,4.706838,50.879007
557,4.709751,50.881693
558,4.702168,50.878146
559,4.66235,50.834779
560,4.70493,50.92519
561,4.838795,51.001693
562,4.703684,50.858057
563,4.694461,50.861616
564,4.700782,50.876207
565,4.619385,50.858269
566,4.698976,50.877916
567,4.641971,50.895576
568,5.090378,50.767739
569,4.88384,50.821307
570,4.695999,50.882533
571,4.692257,50.868659
572,4.809532,50.984278
573,4.963334,50.798157
574,4.95941,50.800062
575,5.072392,50.718919
576,5.084814,50.806016
577,4.649639,51.015186
578,4.707485,50.87438
579,4.841277,50.992391
580,4.712928,50.862168
581,4.922361,50.814447
582,4.706589,50.867041
583,4.706869,50.865864
584,4.992954,50.846385
585,4.5064,50.822112
586,4.714051,50.873879
587,4.718054,50.884478
588,4.959201,50.868375
589,4.706216,50.879581
590,4.815852,50.820243
591,4.69231,50.88678
592,4.82919,50.985487
593,4.784831,50.987148
594,4.712045,50.863602
595,4.570804,50.835876
596,5.091652,50.87258
597,4.758385,50.915344
598,4.82081,50.980083
599,4.695657,50.880173
600,4.713673,50.880749
601,4.79436,50.809101
602,5.06977,50.963619
603,4.912147,50.835461
604,4.703574,50.860987
605,4.624295,50.818663
606,4.52342,50.858629
607,4.606404,50.962081
608,4.510379,50.820396
609,4.513583,50.824455
610,4.557393,50.902639
611,4.713656,50.882144
612,5.052156,50.984112
613,5.002998,50.915447
614,4.839154,50.882985
615,5.016093,51.011042
616,4.699863,50.882578
617,4.703443,50.856593
618,4.837651,50.986312
619,4.665579,50.919829
620,4.699034,50.881839
621,5.080927,50.740719
622,4.631719,50.864132
623,4.824312,50.984635
624,4.583806,50.894823
625,4.707335,50.898133
626,4.753607,50.827689
627,4.480745,50.79435
628,4.698822,50.877674
629,4.552917,50.895772
630,4.701348,50.877963
631,4.897361,51.008791
632,4.935052,50.80851
633,4.841819,50.990262
634,4.717893,50.872713
635,4.696977,50.867345
636,4.954769,50.797146
637,4.623718,50.901263
638,4.696516,50.868773
639,4.705197,50.879003
640,4.719768,50.883653
641,4.711238,50.873294
642,4.707237,50.87581
643,4.693768,50.884104
644,4.731892,50.882712
645,4.708913,50.872186
646,4.881388,50.78903
647,4.70522,50.861193
648,4.909065,50.930306
649,4.703392,50.875186
650,4.977507,50.980786
651,4.669243,50.873867
652,4.703776,50.879241
653,4.583886,50.956574
654,4.666559,51.004474
655,4.694633,50.884397
656,4.811935,50.990955
657,4.699692,50.881752
658,5.053964,50.986438
659,4.699587,50.880875
660,4.695747,50.865196
661,4.698237,50.875979
662,4.702551,50.877984
663,4.666454,50.90501
664,4.705505,50.879339
665,4.710423,50.880294
666,4.661064,50.887822
667,4.447461,50.811597
668,5.134292,50.850076
669,4.906279,50.937867
670,4.805107,51.014757
671,4.638804,50.842358
672,4.686507,50.926896
673,4.901738,50.81893
674,4.991649,50.950344
675,4.697148,50.863418
676,4.753607,50.827689
677,4.689765,50.88398
678,5.020302,50.858558
679,5.053665,50.979191
680,5.055597,50.87888
681,4.903361,50.938723
682,4.628897,50.945182
683,4.98565,51.012727
684,5.068573,50.751751
685,4.624054,50.902047
686,4.839259,50.838917
687,4.704659,50.866787
688,4.708217,50.861394
689,4.699296,50.878491
690,5.069422,50.972667
691,4.696157,50.8625
692,4.711713,50.859661
693,4.696009,50.85858
694,4.702528,50.860905
695,4.710291,50.862939
696,4.898721,50.976256
697,4.701197,50.823546
698,4.482292,50.793607
699,4.950029,50.795478
700,4.722271,50.900975
701,4.695571,50.881409
702,4.545331,50.800175
703,5.128681,50.811271
704,4.710376,50.860967
705,4.825569,50.981836
706,5.039526,50.845391
707,4.706053,50.86111
708,4.721097,50.930571
709,4.709422,50.88013
710,5.158999,50.895
711,4.686442,50.885313
712,4.834903,50.950634
713,4.819503,50.987359
714,4.950275,50.964067
715,4.702861,50.880435
716,5.08185,50.748976999999996
717,5.113779,50.892277
718,4.702666,50.860716
719,4.70774,50.876006
720,4.708538,50.867775
721,5.08265,51.000166
722,4.706493,50.865508
723,4.960739,50.797164
724,4.692337,50.868787
725,4.767328,50.949269
726,4.7028740000000004,50.858985
727,4.54773,50.984189
728,4.708115,50.879978
729,4.976505,51.028778
730,4.683706,50.882934
731,4.554565,50.874424
732,5.045791,50.983733
733,4.706665,50.88045
734,4.707184,50.886866
735,4.706283,50.867418
736,4.712759,50.862642
737,4.696599,50.880792
738,4.957065,50.978454
739,4.752095,50.890254
740,4.64207,50.986545
741,4.830291,50.98462
742,5.051396,50.991017
743,4.790018,50.966109
744,4.635715,50.977063
745,4.904585,50.892969
746,4.830089,50.983804
747,4.694905,50.868611
748,4.719278,50.8845
749,4.580686,50.964549
750,4.754471,50.994772
751,4.538475,50.802104
752,4.676166,50.906819
753,5.013233,50.952105
754,4.887053,50.778021
755,4.616146,50.752514
756,4.819044,51.00613
757,4.728706,50.893308
758,4.923966,50.817748
759,4.713454,50.87384
760,4.975942,51.032447
761,4.705101,50.866008
762,4.547822,50.883014
763,5.080776,50.752929
764,4.896222,50.773618
765,4.693276,50.879512
766,4.679479,50.884282
767,4.872581,50.906667
768,4.705872,50.891222
769,4.869224,50.906847
770,4.694734,50.880742
771,4.70296,50.878112
772,4.709023,50.862211
773,4.894147,50.778351
774,4.83643,50.989139
775,4.893514,50.776584
776,4.699318,50.879454
777,4.899433,50.972262
778,4.687615,50.925518
779,4.711026,50.873379
780,4.86263,50.918175
781,4.699869,50.881849
782,4.983455,51.028038
783,4.908591,50.776691
784,4.937912,50.993211
785,4.711325,50.880711
786,4.70522,50.861193
787,4.754815,50.921827
788,4.710512,50.874467
789,4.784029,50.994725
790,4.704621,50.857799
791,5.102253,50.832283
792,4.644608,50.943524
793,4.714079,50.881861
794,4.832791,50.985403
795,4.709233,50.865261
796,4.706434,50.887407
797,4.695461,50.861378
798,4.586854,50.789734
799,4.813633,50.983953
800,4.765841,50.901242
801,4.596505,50.993555
802,4.519238,50.833934
803,4.7317920000000004,50.876905
804,5.066533,50.75302
805,4.871185,50.906466
806,4.683975,50.882027
807,4.703246,50.878997
808,4.695397,50.872238
809,4.706712,50.860957
810,4.699402,50.878698
811,5.117864,50.831854
812,4.736774,50.802853
813,4.692683,50.861024
814,4.726049,50.867879
815,4.83829,50.844114
816,4.696951,50.886144
817,4.776932,50.951544
818,4.819209,51.006188
819,4.704109,50.858953
820,4.709474,50.862465
821,4.678413,50.921217
822,4.653784,50.823666
823,4.705519,50.879537
824,4.837191,50.984992
825,4.781693,50.920677
826,4.632918,51.001968
827,5.099819,50.835121
828,4.566814,50.972643
829,4.71935,50.858792
830,4.702742,50.878509
831,4.709488,50.864683
832,4.641032,50.896308
833,4.821628,50.990282
834,4.910867,50.980785
835,5.052163,50.985484
836,4.720218,50.885155
837,4.695118,50.861775
838,4.551846,50.879669
839,4.699544,50.878806
840,5.042758,50.767305
841,4.70126,50.823627
842,4.995108,50.887888
843,5.018836,50.858739
844,5.054419,50.802636
845,4.699824,50.876912
846,4.923142,50.805421
847,4.703644,50.879855
848,5.151767,51.030106
849,4.711869,50.866046
850,4.716081,50.825437
851,4.956758,50.814356
852,4.704797,50.858223
853,4.702062,50.926394
854,4.953348,50.87349
855,4.911145,50.940543
856,4.645248,50.994367
857,5.142122,50.91239
858,4.712045,50.863602
859,4.69942,50.866487
860,5.014307,50.95186
861,4.925882,51.013848
862,4.556219,50.890206
863,4.828317,50.89767
864,4.898643,50.974295
865,4.706999,50.880729
866,4.998858,51.021542
867,4.543423,50.975757
868,5.086489,50.749917
869,4.680757,50.899226
870,4.725778,50.847311
871,4.593756,50.887005
872,4.671878,50.803853
873,4.947212,50.805142
874,4.692758,50.884603
875,4.693455,50.863425
876,4.798074,50.964265
877,4.774039,50.913447
878,4.870101,50.905155
879,5.085759,50.819771
880,4.926485,50.80765
881,4.943191,50.812677
882,4.937805,50.933396
883,4.70322,50.866383
884,4.703754,50.879779
885,4.707416,50.862217
886,4.69495,50.884033
887,4.915774,50.870788
888,4.709036,50.881159
889,4.956565,50.828806
890,5.11469,50.891854
891,4.566858,50.891826
892,5.037764,50.981026
893,5.049392,50.98159
894,4.631022,50.863747
895,4.644462,50.945874
896,4.684216,50.881295
897,4.705469,50.866492
898,4.699285,50.877387
899,4.83377,50.984426
900,5.081012,50.751507
901,4.704003,50.857777
902,4.705156,50.880407
903,4.863405,50.978591
904,4.705092,50.862468
905,4.91017,50.981414
906,4.554565,50.874424
907,4.720957,50.890291
908,4.755382,50.887581
909,4.701671,50.878162
910,4.705267,50.858772
911,4.685354,50.881366
912,4.709812,50.860993
913,5.175253,50.904392
914,5.053823,50.980943
915,4.922854,50.876731
916,4.774051,50.913432
917,4.583999,50.787659
918,4.876707,50.997801
919,4.633551,50.959319
920,4.703983,50.857713
921,4.612138,50.741514
922,4.986337,50.867957
923,4.691072,50.878199
924,4.723121,50.849087
925,4.705379,50.878713
926,4.516633,50.986523
927,5.09457,50.833555
928,4.582632,50.964858
929,4.651521,50.897327
930,5.05336,50.985175
931,4.657105,50.82462
932,4.71025,50.880299
933,4.845254,50.837083
934,5.091961,50.735679
935,4.629664,51.003757
936,4.706502,50.866184
937,4.697502,50.875904
938,4.840604,50.989295
939,4.692683,50.861024
940,4.79324,50.870437
941,4.767597,51.00946
942,4.748077,50.865472
943,5.055366,50.975752
944,5.080745,50.749199
945,5.050996,50.983195
946,4.706266,50.880557
947,4.879416,50.878154
948,4.705168,50.865313
949,5.029136,50.897256
950,4.716959,50.864752
951,4.705535,50.880272
952,4.640868,50.962287
953,4.708014,50.881054
954,4.709422,50.88013
955,4.780665,50.890899
956,4.582377,50.963995
957,4.997495,50.750522
958,4.528069,50.871853
959,4.888296,50.820993
960,5.060584,50.749389
961,4.910002,50.919596
962,4.72436,50.958663
963,4.700721,50.877443
964,4.51038,50.827878
965,4.702386,50.862693
966,4.756754,50.923888
967,4.706772,50.879042
968,4.679334,50.875862
969,4.685769,50.881799
970,5.043353,50.977225
971,4.707673,50.866952
972,5.056128,50.987845
973,4.580056,50.909951
974,4.670827,50.903821
975,4.710737,50.86404
976,4.938151,50.805526
977,4.673505,50.867592
978,5.076412,50.754386
979,4.703735,50.878071
980,4.705462,50.858753
981,5.049881,50.984451
982,4.834437,50.984425
983,4.728484,50.976697
984,4.9584530000000004,50.998404
985,4.954007,50.938248
986,4.710815,50.880618
987,4.692753,50.859914
988,4.684963,50.862181
989,4.689329,50.879446
990,4.732112,50.900873
991,4.768474,50.892185
992,4.695549,50.87
993,4.91118,50.836503
994,4.710491,50.881515
995,4.573164,50.981288
996,4.908526,50.776941
997,4.711651,50.873733
998,4.771125,50.894466
999,4.683906,50.917193
1000,4.974726,51.02663
1001,4.706423,50.962845
1002,4.629418,51.003551
1003,4.764361,50.888754
1004,4.703517,50.861882
1005,4.497167,50.829516
1006,4.699924,50.880678
1007,4.698028,50.881947
1008,4.725265,50.927855
1009,4.711187,50.884491
1010,4.762395,50.862743
1011,4.686755,50.885372
1012,4.898211,50.97446
1013,4.696134,50.863493
1014,4.839893,50.983176
1015,4.626502,50.865077
1016,4.700433,50.877438
1017,4.887199,50.818618
1018,4.706282,50.862106
1019,5.004465,50.939644
1020,4.633801,50.78442
1021,4.708371,50.887488
1022,5.052863,50.982065
1023,4.732374,50.847852
1024,4.940326,50.791396
1025,4.713319,50.888488
1026,4.719371,50.823032
1027,4.604016,50.807554
1028,4.668386,50.820535
1029,4.558591,50.97442
1030,4.708955,50.862111
1031,4.670786,50.880179
1032,4.708923,50.880753
1033,4.721,50.910908
1034,4.665149,50.911944
1035,4.514435,50.825294
1036,5.06295,50.750744
1037,4.699635,50.904412
1038,4.70573,50.862398
1039,4.657694,50.914564
1040,4.913359,51.008327
1041,4.723824,50.911651
1042,4.649517,50.802858
1043,5.097614,50.831658
1044,4.719313,50.894551
1045,4.695688,50.864991
1046,4.817949,50.96504
1047,4.683587,50.88036
1048,4.714645,50.881787
1049,4.538787,50.974497
1050,4.92406,50.809848
1051,4.57159,50.878378
1052,5.05949,50.75327
1053,4.915776,50.89812
1054,4.487726,50.825306
1055,4.69747,50.864051
1056,4.705127,50.879072
1057,4.709714,50.860234
1058,4.711456,50.880438
1059,5.017877,51.002814
1060,4.702148,50.866201
1061,4.833606,50.99691
1062,4.707909,50.881588
1063,4.666133,50.886499
1064,4.888563,50.773589
1065,4.707487,50.88103
1066,4.738019,50.965127
1067,5.08659,51.003204
1068,4.709462,50.881474
1069,4.703533,50.867682
1070,4.705214,50.856601
1071,5.105605,50.832874
1072,5.067893,50.730274
1073,4.710855,50.865126
1074,4.70382,50.87819
1075,4.711632,50.861332
1076,4.71055,51.013172
1077,4.935539,50.809968
1078,4.711285,50.873255
1079,4.783164,51.022116
1080,4.672984,50.904593
1081,4.772062,50.958599
1082,4.983889,51.026373
1083,4.705933,50.866486
1084,4.7267,50.852598
1085,4.708986,50.881215
1086,5.056327,50.802862
1087,4.720103,50.85862
1088,5.052863,50.982065
1089,4.634054,50.866581
1090,4.682295,50.859791
1091,4.735537,50.86982
1092,4.833524,50.98616
1093,4.916866,51.02965
1094,4.631821,50.928247
1095,4.802965,50.947624
1096,5.042861,50.767388
1097,4.69742,50.872183
1098,4.641423,51.004868
1099,4.701487,50.86682
1100,4.697077,50.880278
1101,4.9561,50.79608
1102,5.074516,50.776133
1103,4.739276,50.9948
1104,4.69419,50.861275
1105,4.703392,50.875186
1106,4.700066,50.831055
1107,5.054983,50.987096
1108,5.111695,50.86016
1109,4.757801,50.921323
1110,4.708589,50.865219
1111,4.70765,50.861782
1112,4.951537,50.795635
1113,5.104904,50.729253
1114,4.706563,50.861603
1115,4.724985,50.871008
1116,5.130765,50.867474
1117,4.633336,51.005643
1118,4.696422,50.862162
1119,4.676714,50.924782
1120,4.703924,50.860269
1121,4.818742,50.992188
1122,4.638332,50.976513
1123,4.97867,51.008881
1124,4.704707,50.877963
1125,4.705246,50.990483
1126,4.706216,50.879581
1127,4.904585,50.892969
1128,4.707264,50.878092
1129,4.756904,50.919184
1130,4.631797,50.866166
1131,4.863324,50.833047
1132,4.615797,50.751654
1133,4.789636,50.882607
1134,4.834236,50.780141
1135,4.647216,51.009518
1136,4.820009,51.006257
1137,4.708103,50.881423
1138,4.557331,50.903623
1139,4.702488,50.880766
1140,4.701388,50.882266
1141,4.702312,50.861359
1142,4.695258,50.860425
1143,4.834772,50.983576
1144,4.824312,50.984635
1145,4.70806,50.868462
1146,4.868735,50.993103
1147,4.719771,50.888565
1148,4.934743,50.813483
1149,4.720597,50.890704
